Requestor GPN,EmployeeStatusDesc,Country,Designation,Badge Type,Badge Status,Domain,Sub Domain,Key-Badge_SD,Badge Classification,Badge earned,Department,Initiate a badge date,Time Lapse
GPN 10149,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/26/2020,SL 25,2/11/2020,44
GPN 1015,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/28/2020,SL 20,4/13/2020,45
GPN 10150,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/30/2020,SL 20,3/4/2020,57
GPN 10151,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/28/2020,SL 20,1/15/2020,134
GPN 10152,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/30/2020,SL 18,5/11/2020,50
GPN 10153,Active,Country 3,Rank 15,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,5/21/2020,SL 8,1/20/2020,122
GPN 10154,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/7/2020,SL 20,12/28/2019,131
GPN 10155,Active,Country 5,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,4/10/2020,SL 20,5/6/2019,340
GPN 10156,Active,Country 5,Rank 7,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,6/22/2020,SL 26,3/13/2020,101
GPN 10157,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/11/2020,SL 20,5/1/2020,10
GPN 10158,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/25/2019,SL 26,2/25/2019,0
GPN 10159,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,4/28/2020,SL 26,4/24/2020,4
GPN 1016,Active,Country 3,Rank 1,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,6/30/2020,SL 15,5/14/2020,47
GPN 10160,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,2/24/2020,SL 20,11/28/2019,88
GPN 10161,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/9/2020,SL 20,9/4/2019,187
GPN 10162,Active,Country 4,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/18/2020,SL 20,1/6/2020,133
GPN 10163,Active,Country 4,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/8/2020,SL 20,4/7/2020,31
GPN 10164,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/20/2020,SL 20,3/18/2020,33
GPN 10165,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,6/1/2020,SL 20,5/4/2020,28
GPN 10166,Active,Country 3,Rank 8,Bronze,Approved,Sector,Oil & Gas,Oil & GasBronze,BUSINESS,4/6/2020,SL 25,3/30/2020,7
GPN 10167,Active,Country 3,Rank 13,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,1/30/2020,SL 20,8/19/2019,164
GPN 10168,Active,Country 3,Rank 6,Bronze,Approved,Sector,BCM - Investment Banking & Capital Markets,BCM - Investment Banking & Capital MarketsBronze,BUSINESS,2/7/2020,SL 25,5/22/2019,261
GPN 10169,Active,Country 3,Rank 6,Bronze,Approved,Transformative leadership,Inspiring,InspiringBronze,LEADERSHIP,4/16/2020,SL 25,2/5/2020,71
GPN 1017,Active,Country 3,Rank 15,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,3/18/2020,SL 2,3/16/2020,2
GPN 10170,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/14/2020,SL 20,2/12/2020,62
GPN 10171,Terminated,Country 3,Rank 1,Bronze,Approved,Transformative leadership,Inclusion and Belonging,Inclusion and BelongingBronze,LEADERSHIP,5/8/2020,SL 20,5/6/2020,2
GPN 10172,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,5/13/2020,SL 20,4/21/2020,22
GPN 10173,Active,Country 3,Rank 12,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/14/2020,SL 20,5/13/2020,1
GPN 10174,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/17/2020,SL 25,2/12/2020,5
GPN 10175,Active,Country 3,Rank 9,Bronze,Approved,Strategy,Strategy,StrategyBronze,BUSINESS,6/24/2020,SL 25,6/9/2020,15
GPN 10176,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/8/2020,SL 20,3/18/2020,51
GPN 10177,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/27/2020,SL 2,4/14/2019,379
GPN 10178,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/20/2020,SL 20,3/12/2020,8
GPN 10179,Terminated,Country 3,Rank 15,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,5/31/2019,SL 20,5/7/2019,24
GPN 1018,Active,Country 5,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/8/2020,SL 20,3/10/2020,59
GPN 10180,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/27/2020,SL 20,1/7/2020,111
GPN 10181,Active,Country 3,Rank 6,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,5/6/2020,SL 20,4/14/2020,22
GPN 10182,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/9/2020,SL 20,11/4/2019,126
GPN 10183,Active,Country 3,Rank 9,Bronze,Approved,Sector,"Real Estate, Hospitality & Construction","Real Estate, Hospitality & ConstructionBronze",BUSINESS,7/4/2020,SL 20,6/21/2020,13
GPN 10184,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,10/7/2019,SL 20,10/1/2019,6
GPN 10185,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,10/14/2019,SL 20,10/4/2019,10
GPN 10186,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,1/15/2020,SL 20,12/4/2019,42
GPN 10187,Active,Country 3,Rank 8,Bronze,Approved,Sector,Power & Utilities,Power & UtilitiesBronze,BUSINESS,6/3/2020,SL 20,12/19/2019,167
GPN 10188,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,6/3/2020,SL 20,2/27/2018,827
GPN 10189,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/17/2019,SL 25,3/27/2019,21
GPN 1019,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/30/2020,SL 20,4/27/2020,64
GPN 10190,Active,Country 3,Rank 9,Silver,Approved,Analytics,Data integration,Data integrationSilver,TECHNOLOGY,3/24/2020,SL 20,2/13/2020,40
GPN 10191,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/26/2020,SL 20,3/6/2020,20
GPN 10192,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,6/3/2019,SL 25,5/22/2019,12
GPN 10193,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,3/30/2019,SL 20,3/25/2019,5
GPN 10194,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,4/7/2020,SL 20,4/6/2020,1
GPN 10195,Active,Country 3,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,7/30/2019,SL 26,7/29/2019,1
GPN 10196,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/14/2020,SL 25,5/11/2020,3
GPN 10197,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/3/2019,SL 20,5/6/2019,28
GPN 10198,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/29/2020,SL 20,12/18/2019,133
GPN 10199,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,5/7/2020,SL 26,3/2/2020,66
GPN 102,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,11/28/2019,SL 26,11/26/2019,2
GPN 1020,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,3/4/2020,SL 20,2/19/2020,14
GPN 10200,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,1/27/2020,SL 20,12/2/2019,56
GPN 10201,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,4/16/2020,SL 20,1/6/2020,101
GPN 10202,Active,Country 3,Rank 1,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/2/2020,SL 15,4/2/2020,0
GPN 10203,Active,Country 3,Rank 14,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,1/2/2019,SL 8,10/12/2018,82
GPN 10204,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/14/2020,SL 2,5/11/2020,34
GPN 10205,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/12/2019,SL 25,2/12/2019,0
GPN 10206,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/6/2020,SL 25,1/29/2019,463
GPN 10207,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/25/2020,SL 20,11/13/2019,133
GPN 10208,Active,Country 3,Rank 1,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,2/26/2020,SL 20,2/21/2020,5
GPN 10209,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,5/4/2020,SL 20,4/1/2020,33
GPN 1021,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,3/10/2020,SL 26,12/13/2019,88
GPN 10210,Active,Country 3,Rank 7,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,6/30/2020,SL 2,6/15/2020,15
GPN 10211,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/26/2019,SL 26,4/25/2019,1
GPN 10212,Active,Country 3,Rank 8,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,4/13/2020,SL 26,4/9/2020,4
GPN 10213,Active,Country 5,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/18/2020,SL 20,5/7/2020,42
GPN 10214,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/15/2020,SL 26,2/26/2020,49
GPN 10215,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,1/21/2020,SL 20,11/14/2019,68
GPN 10216,Active,Country 5,Rank 15,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,3/31/2020,SL 20,1/16/2020,75
GPN 10217,Active,Country 3,Rank 8,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,3/18/2020,SL 26,3/18/2020,0
GPN 10218,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,4/30/2020,SL 20,4/29/2020,1
GPN 10219,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/7/2020,SL 20,4/20/2020,17
GPN 1022,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/12/2020,SL 26,3/15/2019,363
GPN 10220,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/14/2018,SL 20,2/20/2018,22
GPN 10221,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/10/2020,SL 26,2/23/2020,47
GPN 10222,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/12/2020,SL 7,3/26/2019,352
GPN 10223,Active,Country 3,Rank 8,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,4/15/2020,SL 20,3/30/2020,16
GPN 10224,Active,Country 3,Rank 6,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,3/29/2019,SL 26,3/1/2019,28
GPN 10225,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,6/24/2020,SL 20,4/13/2020,72
GPN 10226,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,4/2/2020,SL 26,1/16/2020,77
GPN 10227,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/4/2020,SL 20,3/17/2020,48
GPN 10228,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,8/19/2019,SL 25,8/19/2019,0
GPN 10229,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,3/24/2020,SL 20,2/25/2020,28
GPN 1023,Active,Country 3,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,7/1/2020,SL 20,6/30/2020,1
GPN 10230,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,5/21/2019,SL 20,4/25/2019,26
GPN 10231,Active,Country 3,Rank 9,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,3/4/2020,SL 20,11/22/2019,103
GPN 10232,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/30/2020,SL 20,3/29/2020,32
GPN 10233,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,6/25/2020,SL 20,3/4/2020,113
GPN 10234,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,5/14/2020,SL 20,4/20/2020,24
GPN 10235,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,2/26/2020,SL 20,11/8/2019,110
GPN 10236,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/16/2020,SL 20,11/27/2019,110
GPN 10237,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,5/8/2020,SL 20,11/21/2019,169
GPN 10238,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,6/28/2020,SL 26,1/14/2020,166
GPN 10239,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/29/2020,SL 26,4/21/2020,8
GPN 1024,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/2/2020,SL 26,11/19/2019,165
GPN 10240,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/27/2020,SL 26,4/21/2020,6
GPN 10241,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/24/2020,SL 25,4/21/2020,64
GPN 10242,Active,Country 3,Rank 14,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,2/21/2019,SL 9,8/30/2018,175
GPN 10243,Active,Country 3,Rank 8,Bronze,Approved,Sector,WAM - Asset management,WAM - Asset managementBronze,BUSINESS,6/22/2020,SL 2,5/20/2020,33
GPN 10244,Active,Country 4,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/1/2020,SL 20,4/11/2020,51
GPN 10245,Active,Country 4,Rank 6,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/14/2019,SL 20,4/12/2019,32
GPN 10246,Active,Country 4,Rank 6,Bronze,Approved,Analytics,Information strategy,Information strategyBronze,TECHNOLOGY,4/16/2020,SL 20,10/27/2019,172
GPN 10247,Active,Country 5,Rank 9,Bronze,Approved,Innovation,Agile,AgileBronze,BUSINESS,6/12/2020,SL 20,2/26/2020,107
GPN 10248,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,3/16/2020,SL 26,2/12/2020,33
GPN 10249,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data platform,Data platformBronze,TECHNOLOGY,5/13/2020,SL 20,5/12/2020,1
GPN 1025,Active,Country 3,Rank 1,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,12/30/2019,SL 20,12/30/2019,0
GPN 10250,Active,Country 3,Rank 9,Bronze,Approved,Sector,WAM - Financial products,WAM - Financial productsBronze,BUSINESS,12/10/2019,SL 20,9/26/2019,75
GPN 10251,Active,Country 3,Rank 13,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/13/2020,SL 7,1/23/2020,111
GPN 10252,Active,Country 4,Rank 13,Bronze,Approved,Innovation,Design thinking,Design thinkingBronze,BUSINESS,11/13/2019,SL 20,5/21/2018,541
GPN 10253,Active,Country 4,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/3/2020,SL 20,11/12/2019,204
GPN 10254,Active,Country 4,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/15/2020,SL 20,5/21/2020,25
GPN 10255,Active,Country 4,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/16/2019,SL 20,1/31/2019,105
GPN 10256,Active,Country 4,Rank 9,Bronze,Approved,Emerging Technology,Blockchain,BlockchainBronze,TECHNOLOGY,3/27/2020,SL 20,11/8/2019,140
GPN 10257,Active,Country 4,Rank 8,Bronze,Approved,Emerging Technology,Robotic process automation,Robotic process automationBronze,TECHNOLOGY,5/11/2020,SL 20,12/17/2019,146
GPN 10258,Active,Country 4,Rank 9,Bronze,Approved,Sector,TMT - Technology,TMT - TechnologyBronze,BUSINESS,5/8/2020,SL 20,4/7/2020,31
GPN 10259,Active,Country 4,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/7/2020,SL 20,4/15/2020,22
GPN 1026,Active,Country 3,Rank 14,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,4/17/2020,SL 13,11/14/2018,520
GPN 10260,Active,Country 3,Rank 9,Bronze,Approved,Digital,Digital,DigitalBronze,BUSINESS,6/1/2020,SL 20,5/11/2020,21
GPN 10261,Active,Country 3,Rank 9,Bronze,Approved,Sector,Life Sciences,Life SciencesBronze,BUSINESS,4/6/2020,SL 20,3/3/2020,34
GPN 10262,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/15/2020,SL 20,2/27/2018,808
GPN 10263,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/6/2020,SL 8,11/20/2019,138
GPN 10264,Active,Country 3,Rank 9,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,12/12/2019,SL 20,9/23/2019,80
GPN 10265,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,5/15/2019,SL 20,4/5/2019,40
GPN 10266,Active,Country 3,Rank 8,Silver,Approved,Analytics,Data visualization,Data visualizationSilver,TECHNOLOGY,6/30/2020,SL 20,1/14/2020,168
GPN 10267,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,2/10/2020,SL 20,1/20/2020,21
GPN 10268,Terminated,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,3/16/2018,SL 20,2/19/2018,25
GPN 10269,Active,Country 3,Rank 15,Bronze,Approved,Analytics,Data science,Data scienceBronze,TECHNOLOGY,4/30/2020,SL 7,5/3/2018,728
GPN 1027,Active,Country 3,Rank 8,Bronze,Approved,Sector,Insurance,InsuranceBronze,BUSINESS,4/3/2020,SL 20,3/17/2020,17
GPN 10270,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/31/2019,SL 25,5/8/2019,23
GPN 10271,Active,Country 3,Rank 8,Bronze,Approved,Sector,Retail,RetailBronze,BUSINESS,5/22/2020,SL 25,11/15/2019,189
GPN 10272,Active,Country 3,Rank 8,Bronze,Approved,Sector,Life Sciences,Life SciencesBronze,BUSINESS,5/22/2020,SL 25,4/28/2020,24
GPN 10273,Active,Country 3,Rank 6,Bronze,Approved,Transformative leadership,Teaming,TeamingBronze,LEADERSHIP,6/22/2020,SL 2,5/11/2020,42
GPN 10274,Active,Country 3,Rank 13,Bronze,Approved,Digital age teaming,Inclusive Intelligence,Inclusive IntelligenceBronze,LEADERSHIP,2/5/2019,SL 24,10/29/2018,99
GPN 10275,Active,Country 3,Rank 13,Silver,Approved,Digital age teaming,Inclusive Intelligence,Inclusive IntelligenceSilver,LEADERSHIP,6/13/2019,SL 24,2/27/2019,106
GPN 10276,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data integration,Data integrationBronze,TECHNOLOGY,5/6/2020,SL 20,11/25/2019,163
GPN 10277,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,6/24/2020,SL 20,4/30/2020,55
GPN 10278,Active,Country 3,Rank 8,Bronze,Approved,Analytics,Data architecture,Data architectureBronze,TECHNOLOGY,6/1/2020,SL 20,5/19/2020,13
GPN 10279,Active,Country 3,Rank 7,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/15/2020,SL 20,3/13/2019,399
GPN 1028,Active,Country 3,Rank 9,Bronze,Approved,Analytics,Data visualization,Data visualizationBronze,TECHNOLOGY,4/30/2019,SL 26,4/24/2019,6
GPN 10280,Active,Country 3,Rank 8,Bronze,Approved,Cybersecurity,Cybersecurity,CybersecurityBronze,TECHNOLOGY,5/12/2020,SL 20,3/27/2020,46
GPN 10281,Active,Country 3,Rank 9,Bronze,Approved,Emerging Technology,Artificial intelligence,Artificial intelligenceBronze,TECHNOLOGY,4/22/2020,SL 20,3/10/2020,43
